bookID,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary,
313,100 Years of Lynchings,Ralph Ginzburg,4.61,eng,270,88,4,11/22/1996,Black Classic Press,"Vineland, a zone of blessed anarchy in northern California, is the last refuge of hippiedom, a culture devastated by the sobriety epidemic, Reaganomics, and the Tube. Here, in an Orwellian 1984, Zoyd Wheeler and his daughter Prairie search for Prairie's long-lost mother, a Sixties radical who ran off with a narc. Vineland is vintage Pynchon, full of quasi-allegorical characters, elaborate unresolved subplots, corny songs (""Floozy with an Uzi""), movie spoofs (Pee-wee Herman in The Robert Musil Story), and illicit sex (including a macho variation on the infamous sportscar scene in V.).

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators. (less)",
324,Cien años de soledad,Gabriel García Márquez,4.07,spa,448,63,7,1/1/1990,French & European,"First published in 1979, ""The White Album ""is a journalistic mosaic"" ""of American life in the late 1960s and throughout the 1970s. It includes, among other bizarre artifacts and personalities, reportage on the dark journeys and impulses of the Manson family, a visit to a Black Panther Party press conference, the story of John Paul Getty's museum, a meditation on the romance of water in an arid landscape, and reflections on the swirl and confusion that marked this era. With commanding sureness of mood and language, Didion exposes the realities and dreams of an age of self-discovery whose spiritual center was California.
Table of Contents
I. THE WHITE ALBUM
""The White Album""
II. CALIFORNIA REPUBLIC
""James Pike, American""
""Holy Water""
""Many Mansions""
""The Getty""
""Bureaucrats""
""Good Citizens""
""Notes Toward a Dreampolitik""
III. WOMEN
""The Women's Movement""
""Doris Lessing""
""Georgia O'Keeffe""
IV. SOJOURNS
""In the Islands""
""In Hollywood""
""In Bed""
""On the Road""
""On the Mall""
""In Bogota""
""At the Dam""
V. ON THE MORNING AFTER THE SIXTIES
""On the Morning After the Sixties""
""Quiet Days in Malibu"" (less)",
330,On Beyond Zebra!,Dr. Seuss,4.04,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,"Writing with the telegraphic swiftness and microscopic sensitivity that have made her one of our most distinguished journalists, Joan Didion creates a shimmering novel of innocence and evil.A Book of Common Prayer is the story of two American women in the derelict Central American nation of Boca Grande. Grace Strasser-Mendana controls much of the country's wealth and knows virtually all of its secrets; Charlotte Douglas knows far too little. ""Immaculate of history, innocent of politics,"" she has come to Boca Grande vaguely and vainly hoping to be reunited with her fugitive daughter. As imagined by Didion, her fate is at once utterly particular and fearfully emblematic of an age of conscienceless authority and unfathomable violence. (less)",
332,The Wedding Clause,Debbie Raleigh,3.6,eng,256,95,13,6/7/2005,Zebra,"In her moving and insightful new book, Joan Didion reassesses parts of her life, her work, her history and ours. A native Californian, Didion applies her scalpel-like intelligence to the state’s ethic of ruthless self-sufficiency in order to examine that ethic’s often tenuous relationship to reality.

Combining history and reportage, memoir and literary criticism, Where I Was From explores California’s romances with land and water; its unacknowledged debts to railroads, aerospace, and big government; the disjunction between its code of individualism and its fetish for prisons. Whether she is writing about her pioneer ancestors or privileged sexual predators, robber barons or writers (not excluding herself), Didion is an unparalleled observer, and her book is at once intellectually provocative and deeply personal. (less)",
333,The Zebra Wall,Kevin Henkes,3.44,eng,147,217,24,2/15/2005,Greenwillow Books,"Inez Victor knows that the major casualty of the political life is memory. But the people around Inez have made careers out of losing track. Her senator husband wants to forget the failure of his last bid for the presidency. Her husband's handler would like the press to forget that Inez's father is a murderer. And, in 1975, the year in which much of this bitterly funny novel is set, America is doing its best to lose track of its one-time client, the lethally hemorrhaging republic of South Vietnam.As conceived by Joan Didion, these personages and events constitute the terminal fallout of democracy, a fallout that also includes fact-finding junkets, senatorial groupies, the international arms market, and the Orwellian newspeak of the political class. Moving deftly from Honolulu to Jakarta, between romance, farce, and tragedy, Democracy is a tour de force from a writer who can dissect an entire society with a single phrase. (less)",
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239,4136,255,6/1/2002,Booket,"(Book Jacket Status: Jacketed)

Joan Didion’s incomparable and distinctive essays and journalism are admired for their acute, incisive observations and their spare, elegant style. Now the seven books of nonfiction that appeared between 1968 and 2003 have been brought together into one thrilling collection.

Slouching Towards Bethlehem captures the counterculture of the sixties, its mood and lifestyle, as symbolized by California, Joan Baez, Haight-Ashbury. The White Album covers the revolutionary politics and the “contemporary wasteland” of the late sixties and early seventies, in pieces on the Manson family, the Black Panthers, and Hollywood. Salvador is a riveting look at the social and political landscape of civil war. Miami exposes the secret role this largely Latin city played in the Cold War, from the Bay of Pigs through Watergate. In After Henry Didion reports on the Reagans, Patty Hearst, and the Central Park jogger case. The eight essays in Political Fictions–on censorship in the media, Gingrich, Clinton, Starr, and “compassionate conservatism,” among others–show us how we got to the political scene of today. And in Where I Was From Didion shows that California was never the land of the golden dream. (less)",
348,The Door Into Summer,Robert A. Heinlein,4.01,eng,304,17232,649,6/17/1997,Del Rey,"A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil - literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul - it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.
(less)",
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,eng,528,251872,6241,10/1/1991,Ace,"The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A Novel

The New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a mystery writer, receives an ominous phone call in the middle of the night. He’s drawn into the streets of New York, onto an elusive case that’s more puzzling and more deeply-layered than anything he might have written himself. In Ghosts, Blue, a mentee of Brown, is hired by White to spy on Black from a window on Orange Street. Once Blue starts stalking Black, he finds his subject on a similar mission, as well. In The Locked Room, Fanshawe has disappeared, leaving behind his wife and baby and nothing but a cache of novels, plays, and poems.

This Penguin Classics Deluxe Edition includes an introduction from author and professor Luc Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers. (less)",
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,en-US,434,10293,193,6/1/1988,Ace Books,"Nominated for an Edgar award for best mystery of the year, City of Glass inaugurates an intriguing New York Trilogy of novels that The Washington Post Book World has classified as ""post-existentialist private eye... It's as if Kafka has gotten hooked on the gumshoe game and penned his own ever-spiraling version."" As a result of a strange phone call in the middle of the night, Quinn, a writer of detective stories, becomes enmeshed in a case more puzzling than any he might have written. Written with hallucinatory clarity, City of Glass combines dark humor with Hitchcock-like suspense.
Ghosts and The Locked Room are the next two brilliant installments in Paul Auster's The New York Trilogy.
(less)",
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,en-US,439,15970,438,10/12/1985,Del Rey,"During WWII there was an attempt to achieve invisibility called the Philadelphia Experiment. Afterward occurred the now famous time travel experiments named after the underground base at Montauk Point on Long Island. Now this third book in the Montauk series summarises the events of the first two books and then takes the reader on an even more spectacular journey. The discovery of ancient pyramids at Montauk leads to a connection with Ancient Egypt and its position as a gateway to other dimensions. Like a psychic detective story beyond the occult, venture into an unprecedented investigation of the mystery schools of the earth and their connection to Egypt, Atlantis, Mars and the star Sirius. Chapters on new psychotronic weapons, the history of Mars, the strange death of Ian Fleming in connection with the Philadelphia Experiment, underground at the Montauk Base. (less)",
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,eng,256,6898,200,8/8/2006,Tor Books,"Nathan Glass has come to Brooklyn to die. Divorced, retired, estranged from his only daughter, the former life insurance salesman seeks only solitude and anonymity. Then Glass encounters his long-lost nephew, Tom Wood, who is working in a local bookstore—a far cry from the brilliant academic career Tom had begun when Nathan saw him last. Tom's boss is the colorful and charismatic Harry Brightman—a.k.a. Harry Dunkel—once the owner of a Chicago art gallery, whom fate has also brought to the ""ancient kingdom of Brooklyn, New York."" Through Tom and Harry, Nathan's world gradually broadens to include a new circle of acquaintances. He soon finds himself drawn into a scam involving a forged page of The Scarlet Letter, and begins to undertake his own literary venture, The Book of Human Folly, an account of ""every blunder, every pratfall, every embarrassment, every idiocy, every foible, and every inane act I have committed during my long and checkered career as a man.""
 
The Brooklyn Follies is Paul Auster's warmest, most exuberant novel, a moving, unforgettable hymn to the glories and mysteries of ordinary human life. (less)",
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,en-US,307,67803,1401,2/15/1991,Pocket Books,"Marco Stanley Fogg is an orphan, a child of the sixties, a quester tirelessly seeking the key to his past, the answers to the ultimate riddle of his fate. As Marco sets out on a journey from the canyons of Manhattan to the deserts of Utah, he encounters a gallery of characters and a series of events as rich and surprising as any in modern fiction.

Beginning during the summer that men first walked on the moon, and moving backward and forward in time to span three generations, Moon Palace is propelled by coincidence and memory, and illuminated by marvelous flights of lyricism and wit. Here is the most entertaining and moving novel yet from an author well known for his breathtaking imagination. (less)",
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,eng,298,22091,746,4/26/2005,Del Rey,"Finalist for the PEN/Faulkner Award for Fiction, The Music of Chance follows Jim Nashe who, after squandering an unexpected inheritance, picks up a young gambler named Jack Pozzi hoping to con two millionaires. But when their plans backfire, Jim and Jack are indentured by their elusive marks and are forced to build a meaningless wall with bricks gathered from ruins of an Irish castle. Time passes, their debts mount, and anger builds as the two struggle to dig themselves out of their Kafkaesque serfdom.

New York Times-bestselling author Paul Auster (The New York Trilogy) brings us back into his strange, shape-shifting world of fiendish bargains and punitive whims, where chance is a powerful yet unpredictable force. (less)",
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,eng,368,2623,49,12/27/2005,Del Rey,"A man pieces together clues to his past--and the identity of his captors--in this fantastic, labyrinthine novel

An old man awakens, disoriented, in an unfamiliar chamber. With no memory of who he is or how he has arrived there, he pores over the relics on the desk, examining the circumstances of his confinement and searching his own hazy mind for clues.

Determining that he is locked in, the man--identified only as Mr. Blank--begins reading a manuscript he finds on the desk, the story of another prisoner, set in an alternate world the man doesn't recognize. Nevertheless, the pages seem to have been left for him, along with a haunting set of photographs. As the day passes, various characters call on the man in his cell--vaguely familiar people, some who seem to resent him for crimes he can't remember--and each brings frustrating hints of his identity and his past. All the while an overhead camera clicks and clicks, recording his movements, and a microphone records every sound in the room. Someone is watching.

Both chilling and poignant, Travels in the Scriptorium is vintage Auster: mysterious texts, fluid identities, a hidden past, and, somewhere, an obscure tormentor. And yet, as we discover during one day in the life of Mr. Blank, his world is not so different from our own.
(less)",
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,eng,256,885,84,10/27/1998,Ballantine Books,"New York Times bestselling author Paul Auster (The New York Trilogy) opens Leviathan with the tearing of a bomb explosion and the death of one Benjamin Sachs. Ben’s one-time best friend, Peter Aaron, begins to retrospectively investigate the transformation that led Ben from his enviable stable life, to one of a recluse. Both were once intelligent, yet struggling novelists until Ben’s near-death experience falling from a fire escape triggers a tumble in which he becomes withdrawn and disturbed, living alone and building bombs in a far-off cabin. That is, until he mysteriously disappears, leaving behind only a manuscript titled Leviathan, pages rustling in the wind. (less)",
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,eng,336,5,0,7/1/2003,Turtleback Books,"Paul Auster has earned international praise for the imaginative power of his many novels, including The New York Trilogy, Moon Palace, The Music of Chance, Mr. Vertigo, and Timbuktu. He has also published a number of highly original non-fiction works: The Invention of Solitude, Hand to Mouth, and The Art of Hunger. In The Red Notebook, Auster again explores events from the real world large and small, tragic and comic—that reveal the unpredictable, shifting nature of human experience. A burnt onion pie, a wrong number, a young boy struck by lightning, a man falling off a roof, a scrap of paper discovered in a Paris hotel room—all these form the context for a singular kind of ars poetica, a literary manifesto without theory, cast in the irreducible forms of pure story telling. (less)",
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,eng,72,100,13,1/12/2011,Samuel French  Inc.,"Brilliant, illuminating, and immensely absorbing, Collapse is destined to take its place as one of the essential books of our time, raising the urgent question: How can our world best avoid committing ecological suicide?

In his million-copy bestseller Guns, Germs, and Steel, Jared Diamond examined how and why Western civilizations developed the technologies and immunities that allowed them to dominate much of the world. Now in this brilliant companion volume, Diamond probes the other side of the equation: What caused some of the great civilizations of the past to collapse into ruin, and what can we learn from their fates?

As in Guns, Germs, and Steel, Diamond weaves an all-encompassing global thesis through a series of fascinating historical-cultural narratives. Moving from the Polynesian cultures on Easter Island to the flourishing American civilizations of the Anasazi and the Maya and finally to the doomed Viking colony on Greenland, Diamond traces the fundamental pattern of catastrophe. Environmental damage, climate change, rapid population growth, and unwise political choices were all factors in the demise of these societies, but other societies found solutions and persisted. Similar problems face us today and have already brought disaster to Rwanda and Haiti, even as China and Australia are trying to cope in innovative ways. Despite our own society's apparently inexhaustible wealth and unrivaled political power, ominous warning signs have begun to emerge even in ecologically robust areas like Montana.

Brilliant, illuminating, and immensely absorbing, Collapse is destined to take its place as one of the essential books of our time, raising the urgent question: How can our world best avoid committing ecological suicide? (less)",
385,On Bullshit,Harry G. Frankfurt,3.57,eng,67,9358,995,1/30/2005,Princeton University Press,"Political disintegration is a persistent feature of world history. The Collapse of Complex Societies, though written by an archaeologist, will therefore strike a chord throughout the social sciences. Any explanation of societal collapse carries lessons not just for the study of ancient societies, but for the members of all such societies in both the present and future. Dr. Tainter describes nearly two dozen cases of collapse and reviews more than 2000 years of explanations. He then develops a new and far-reaching theory that accounts for collapse among diverse kinds of societies, evaluating his model and clarifying the processes of disintegration by detailed studies of the Roman, Mayan and Chacoan collapses. (less)",
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,eng,347,9318,907,9/12/2005,W. W. Norton & Company,"Once we bowled in leagues, usually after work--but no longer. This seemingly small phenomenon symbolizes a significant social change that Robert Putnam has identified in this brilliant volume, which The Economist hailed as ""a prodigious achievement.""

Drawing on vast new data that reveal Americans' changing behavior, Putnam shows how we have become increasingly disconnected from one another and how social structures--whether they be PTA, church, or political parties--have disintegrated. Until the publication of this groundbreaking work, no one had so deftly diagnosed the harm that these broken bonds have wreaked on our physical and civic health, nor had anyone exalted their fundamental power in creating a society that is happy, healthy, and safe.

Like defining works from the past, such as The Lonely Crowd and The Affluent Society, and like the works of C. Wright Mills and Betty Friedan, Putnam's Bowling Alone has identified a central crisis at the heart of our society and suggests what we can do. (less)",
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,en-US,317,120,15,6/12/1993,Simon & Schuster,"In pursuit of fairness at any cost, we have created a society paralyzed by legal fear: Doctors are paranoid and principals powerless. Little league coaches, scared of liability, stop volunteering. Schools and hospitals start to crumble. The common good fades, replaced by a cacophony of people claiming their ""individual rights.""

By turns funny and infuriating, this startling book dissects the dogmas of fairness that allow self-interested individuals to bully the rest of society. Philip K. Howard explains how, trying to honor individual rights, we removed the authority needed to maintain a free society. Teachers don't even have authority to maintain order in the classroom. With no one in charge, the safe course is to avoid any possible risk. Seesaws and diving boards are removed. Ridiculous warning labels litter the American landscape: ""Caution: Contents Are Hot.""

Striving to protect ""individual rights,"" we ended up losing much of our freedom. When almost any decision that someone disagrees with is a possible lawsuit, no one knows where he stands. A huge monument to the unknown plaintiff looms high above America, casting a dark shadow across our daily choices. Today, in the land of free speech, you'd have to be a fool to say what you really think.

This provocative book not only attacks the sacred cows of political correctness, but takes a breathtakingly bold stand on how to reinvigorate our common good. Only by restoring personal authority can schools begin to work again. Only by judges and legislatures taking back the authority to decide who can sue for what can doctors feel comfortable using their best judgment and American be liberated to say and do what they know is right. Lucid, honest, and hard hitting, The Collapse of the Common Good shows how Americans can bring back freedom and common sense to a society disabled by lawyers and legal fear. (less)",
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,eng,32,5239,76,2/2/1998,HMH Books for Young Readers,"This long-awaited anthology celebrates the experience of Native American women and is at once an important contribution to our literature and an historical document. It is the most comprehensive anthology of its kind to collect poetry, fiction, prayer, and memoir from Native American women. Over eighty writers are represented from nearly fifty nations, including such nationally known writers as Louise Erdrich, Linda Hogan, Leslie Marmon Silko, Lee Maracle, Janet Campbell Hale, and Luci Tapahonso; others — Wilma Mankiller, Winona LaDuke, and Bea Medicine — who are known primarily for their contributions to tribal communities; and some who are published here for the first time in this landmark volume. (less)",
399,Underworld,Don DeLillo,3.92,eng,827,1505,175,7/9/1998,Scribner,"This important title is the autobiography of Nikola Tesla. Nikola Tesla appropriately titled his work on his life, My Inventions, as he was one of the most important inventors and scientists in history. The book touches on his life and career, his first inventions, discovering the magnetic field, tesla coil and transformer and the manifying transmitter. There is also a chapter on the art of teleautomatics. This book should be read by anybody interested in the life of this important inventor and scientist and his important discoveries which have revolutionized the world. (less)",
400,Libra,Don DeLillo,3.99,eng,480,11857,564,5/1/1991,Penguin,"Nikola Tesla (1856-1943), credited as the inspiration for radio, robots, and even radar, has been called the patron saint of modern electricity.

Based on original material and previously unavailable documents, this acclaimed book is the definitive biography of the man considered by many to be the founding father of modern electrical technology.

Among Tesla's creations were the channeling of alternating current, fluorescent and neon lighting, wireless telegraphy, and the giant turbines that harnessed the power of Niagara Falls. (less)",
403,Americana,Don DeLillo,3.43,eng,377,393,55,7/6/1989,Penguin Books,"In the tradition of The Fantastic Adventures of Nikola Tesla, The Anti-Gravity Handbook and The Free Energy Device Handbook, science and UFO author David Hatcher Childress takes us into the incredible world of Nikola Tesla and his amazing inventions. Tesla's rare article, 'The Problem of Increasing Human Energy with Special Reference to the Harnessing of the Sun's Energy' is included. This lengthy article was originally publishing in the June 1900 issue of The Century Illustrated Monthly Magazine and it was the outline for Tesla's master blueprint for the world. Tesla's fantastic vision of the future, including wireless power, anti-gravity, free energy and highly advanced solar power. Also included are some of the papers, patents and material collected on Tesla at the Colorado Spring Tesla Symposiums. Tesla was the inventor of the radio before Marconi, and when he demonstrated wireless remote control to the US Navy in the late 1890s, they replied that it was too advanced! Tesla was an eccentric visionary and probably the greatest inventor who ever lived. His basic inventions power the world of today. What was his vision of tomorrow? Find out in The Tesla Papers. (less)",
404,Running Dog,Don DeLillo,3.43,eng,256,1356,72,7/17/1989,Vintage Contemporaries,"Baseball. The crack of the bat, the roar of the crowd...and the view of mouthwatering men in tight uniforms! A sport in which the men are men...and the women like them that way. Join three of Harlequin Blaze's bestselling authors in celebrating the men who indulge in this All-American pastime -- and the women who help them indulge in other things...

Fever Pitch by Julie Elizabeth Leto
Callie Andrews, a woman who's dying to have one last chance at bat...with her ex-husband!

The Sweet Spot by Kimberly Raye
Babe Bannister discovers that striking out with a sexy shortstop isn't so bad -- especially when it leads to hitting a home run with a delicious coach....

Sliding Home by Leslie Kelly
Meet plain Janie Nolan. She's been sitting on the bench so long, she doesn't even realize she's still in the game. That is, until a sexy pitcher tempts her to come up to the plate and take a swing... (less)",
406,Cosmopolis,Don DeLillo,3.22,eng,224,460,41,4/6/2004,Scribner,"Ruby is an increasingly popular, fully object-oriented dynamic programming language, hailed by many practitioners as the finest and most useful language available today. When Ruby first burst onto the scene in the Western world, the Pragmatic Programmers were there with the definitive reference manual, Programming Ruby: The Pragmatic Programmer's Guide.

Now in its second edition, author Dave Thomas has expanded the famous Pickaxe book with over 200 pages of new content, covering all the improved language features of Ruby 1.8 and standard library modules. The Pickaxe contains four major sections:


An acclaimed tutorial on using Ruby.
The definitive reference to the language.
Complete documentation on all built-in classes, modules, and methods
Complete descriptions of all 98 standard libraries.


If you enjoyed the First Edition, you'll appreciate the expanded content, including enhanced coverage of installation, packaging, documenting Ruby source code, threading and synchronization, and enhancing Ruby's capabilities using C-language extensions. Programming for the World Wide Web is easy in Ruby, with new chapters on XML/RPC, SOAP, distributed Ruby, templating systems, and other web services. There's even a new chapter on unit testing.

This is the definitive reference manual for Ruby, including a description of all the standard library modules, a complete reference to all built-in classes and modules (including more than 250 significant changes since the First Edition). Coverage of other features has grown tremendously, including details on how to harness the sophisticated capabilities of irb, so you can dynamically examine and experiment with your running code. ""Ruby is a wonderfully powerful and useful language, and whenever I'm working with it this book is at my side"" --Martin Fowler, Chief Scientist, ThoughtWorks (less)",
407,Great Jones Street,Don DeLillo,3.48,eng,272,2492,145,1/1/1994,Penguin Books,"The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format.""CliffsNotes on Lord of the Flies"" takes you on an exploration of William Golding's novel to the dark side of humanity, the savagery that underlies even the most civilized human beings. Follow Golding's group of young boys from hope to disaster and watch as they attempt to survive their uncivilized, unsupervised, and isolated environment.

You can rely on ""CliffsNotes on Lord of the Flies"" for character analyses, insightful essays, and chapter-by-chapter commentaries to ensure your safe passage through the rich symbolism of this novel. Other features that help you study includeA brief synopsis of the novelA character map to help you see relationships among the charactersA glossary that helps you get the most out of your readingAn interactive quiz to test your knowledgeEssay topics and review questions

Classic literature or modern modern-day treasure -- you'll understand it all with expert information and insight from CliffsNotes study guides. (less)",
408,The Names,Don DeLillo,3.64,eng,339,3100,212,7/17/1989,Vintage,"William Golding's classic novel of primitive savagery and survival is one of the most vividly realized and riveting works in modern fiction. The tale begins after a plane wreck deposits a group of English school boys, aged six to twelve on an isolated tropical island. Their struggle to survive and impose order quickly evolves from a battle against nature into a battle against their own primitive instincts. Golding's portrayal of the collapse of social order into chaos draws the fine line between innocence and savagery. (less)",
409,Against the Day,Thomas Pynchon,4.13,eng,1085,5296,587,11/21/2006,Penguin Press,"Provocative military historian Victor Davis Hanson has given painstakingly researched & pathbreaking accounts of wars ranging from classical antiquity to the 21st century. Now he juxtaposes an ancient conflict with modern concerns to create his most engrossing work to date, A War Like No Other. Over the course of a generation, the Hellenic poleis of Athens & Sparta fought a bloody conflict that resulted in the collapse of Athens & the end of its golden age. Thucydides wrote the standard history of the Peloponnesian War, which has given readers throughout the ages a vivid & authoritative narrative. But Hanson offers something new: a complete chronological account that reflects the political background of the time, the strategic thinking of the combatants, the misery of battle in multifaceted theaters & insight into how these events echo in the present. He compellingly portrays the ways Athens & Sparta fought on land & sea, in city & countryside, & details their employment of the full scope of conventional & nonconventional tactics, from sieges to targeted assassinations, torture & terrorism. He also assesses the crucial roles played by warriors such as Pericles & Lysander, artists, among them Aristophanes, & thinkers including Sophocles & Plato. Hanson’s perceptive analysis of events & personalities raises many thought-provoking questions: Were Athens & Sparta like America & Russia, two superpowers battling to the death? Is the Peloponnesian War echoed in the endless, frustrating conflicts of Vietnam, Northern Ireland & the current Middle East? Or was it more like America’s own Civil War, a brutal rift that rent the fabric of a glorious society, or even this century’s “red state—blue state” schism between liberals & conservatives, a cultural war that manifestly controls military policies? Hanson daringly brings the facts to life & unearths the often surprising ways in which the past informs the present. Brilliantly researched, dynamically written, A War Like No Other is like no other history of this important war. (less)",
410,V.,Thomas Pynchon,3.96,eng,547,1415,177,7/5/2005,Harper Perennial Modern Classics,"My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973. My murderer was a man from our neighborhood. My mother liked his border flowers, and my father talked to him once about fertilizer.

This is Susie Salmon, speaking from heaven - which looks a lot like her school playground, with the good kind of swing sets, counsellors to help newcomers adjust, and friends to room with. Everything Susie wants appears as soon as she thinks of it - except the one thing she wants most: to be back with the people she loved on earth.

Watching from her place in heaven, Susie sees her happy, suburban family devastated by her death, isolated even from one another as they each try to cope with their terrible loss alone. Over the years, her friends and siblings grow up, fall in love, do all the things she never had the chance to do herself. But life is not quite finished with Susie yet ... (less)",
411,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,2161,230,4/1/1999,Harper Perennial,"A New York Times BestsellerWhen we first meet Susie Salmon, she is already in heaven. As she looks down from that strange new place she tells us, in the fresh and spirited voice of a fourteen-year-old, a tale that is both haunting and full of hope. Susie watches life continuing after her brutal death: her loved ones holding out hope she'll be found, her killer covering his tracks. As months pass without leads, she sees her family contorted by loss. With compassion, longing, and a growing understanding, she sees them face the worst -- then, in time, pass through grief and begin to mend. (less)",
412,Gravity's Rainbow,Thomas Pynchon,4.01,eng,784,762,213,1/1/2000,Penguin Books,"""Who but Sharyn McCrumb can make a skull with a bullet hole funny? Those who like sardonic wit, slightly bent characters, and good fun will love LOVELY IN HER BONES.""
Tony Hillerman
The sequel to SICK OF SHADOWS.
When an Appalachian dig to determine if an obscure Indian tribe in North Carolina can lay legal claim to the land they live on is stopped on account of murder, Elizabeth MacPherson -- eager student of the rites of the past and mysteries of the present -- starts digging deep. And when she mixes a little modern know-how with some old-fashioned suspicions, Elizabeth comes up with a batch of answers that surprise even the experts.... (less)",
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,eng,773,8086,602,1/3/2004,Picador USA,"Need to learn HTML fast? This best-selling reference's visual format and step-by-step, task-based instructions will have you up and running with HTML in no time. In this completely updated edition of our best-selling guide to HTML, Web expert and best-selling author Elizabeth Castro uses crystal-clear instructions and friendly prose to introduce you to all of today's HTML and XHTML essentials. Yoursquo;ll learn how to design, structure, and format your Web site. You'll create and use images, links, styles, lists, tables, frames, and forms, and you'll add sound and movies to your site. Finally, you will test and debug your site, and publish it to the Web. Along the way, you'll find extensive coverage of CSS techniques, current browsers (Opera, Safari, Firefox), creating pages for the mobile Web, and more. Visual QuickStart Guide--the quick and easy way to learn! Easy visual approach uses pictures to guide you through HTML and show you what to do. Concise steps and explanations get you up and running in no time. Page for page, the best content and value around. Companion Web site at www.cookwood.com/html offers examples, a lively question-and-answer area, updates, and more. Need to learn HTML fast? This best-selling reference's visual format and step-by-step, task-based instructions will have you up and running with HTML in no time. (less)",
414,Vineland,Thomas Pynchon,3.69,en-US,385,702,69,9/1/1997,Penguin Classics,"A fascinating survey of cover art (TASCHEN's 25th anniversary special edition), record covers are a sign of our life and times. Like the music on the discs, they address such issues as love, life, death, fashion, and rebellion. For music fans the covers are the expression of a period, of a particular time in their lives. Many are works of art and have become as famous as the music they stand for such as Andy Warhol's covers, for example, including the banana he designed for The Velvet Underground. This special edition of Record Covers presents a selection of the best 60s to 90s rock album covers from music archivist, disc jockey, journalist, and ex-record publicity executive Michael Ochs's enormous private collection. Both a trip down memory lane and a study in the evolution of cover art, this is a sweeping look at an under-appreciated art form.

This edition is in English, French and German. (less)",
415,Gravity's Rainbow,Thomas Pynchon,4.01,eng,776,29764,2164,10/31/2006,Penguin Books,"Building on the national bestselling success of Sex, Drugs, and Cocoa Puffs, preeminent pop culture writer Chuck Klosterman unleashes his best book yet—the story of his cross-country tour of sites where rock stars have died and his search for love, excitement, and the meaning of death.

For 6,557 miles, Chuck Klosterman thought about dying. He drove a rental car from New York to Rhode Island to Georgia to Mississippi to Iowa to Minneapolis to Fargo to Seattle, and he chased death and rock ‘n’ roll all the way. Within the span of twenty-one days, Chuck had three relationships end—one by choice, one by chance, and one by exhaustion. He snorted cocaine in a graveyard. He walked a half-mile through a bean field. A man in Dickinson, North Dakota, explained to him why we have fewer windmills than we used to. He listened to the KISS solo albums and the Rod Stewart box set. At one point, poisonous snakes became involved. The road is hard. From the Chelsea Hotel to the swampland where Lynyrd Skynyrd’s plane went down to the site where Kurt Cobain blew his head off, Chuck explored every brand of rock star demise. He wanted to know why the greatest career move any musician can make is to stop breathing...and what this means for the rest of us. (less)",
